define_imatinib_pockets/unique_imatinib_structures_apr15_2026/6vxh.pdb,B,701
define_imatinib_pockets/unique_imatinib_structures_apr15_2026/2oiq.pdb,A,1001
define_imatinib_pockets/unique_imatinib_structures_apr15_2026/6ktn.pdb,A,501
define_imatinib_pockets/unique_imatinib_structures_apr15_2026/2hyy.pdb,A,600
define_imatinib_pockets/unique_imatinib_structures_apr15_2026/1xbb.pdb,A,1
define_imatinib_pockets/unique_imatinib_structures_apr15_2026/3gvu.pdb,A,1001
define_imatinib_pockets/unique_imatinib_structures_apr15_2026/4r7i.pdb,A,1001
define_imatinib_pockets/unique_imatinib_structures_apr15_2026/4csv.pdb,A,1265
define_imatinib_pockets/unique_imatinib_structures_apr15_2026/3fw1.pdb,A,233
define_imatinib_pockets/unique_imatinib_structures_apr15_2026/6jol.pdb,A,1001
define_imatinib_pockets/unique_imatinib_structures_apr15_2026/2pl0.pdb,A,200
define_imatinib_pockets/unique_imatinib_structures_apr15_2026/1iep.pdb,A,201
define_imatinib_pockets/unique_imatinib_structures_apr15_2026/4bkj.pdb,A,1000
define_imatinib_pockets/unique_imatinib_structures_apr15_2026/5mqt.pdb,A,302
define_imatinib_pockets/unique_imatinib_structures_apr15_2026/3hec.pdb,A,1
define_imatinib_pockets/unique_imatinib_structures_apr15_2026/1t46.pdb,A,3
